Type,OpCo,Plant,Customer,Delivery Date,Movement,Industry,Material_Group
M,North America,US01,201177,2021-01-15,1088.621,4345,2021536
M,North America,US01,201093,2021-01-29,1088.621,4345,2021536
M,North America,US01,201391,2021-03-01,1088.621,4345,2021536
M,North America,US01,101872,2021-03-01,1088.621,4345,2021536
M,North America,US01,201093,2021-03-05,1088.621,4345,2021536
M,North America,US01,101872,2021-03-19,1088.621,4345,2021536
M,North America,US01,203054,2021-03-19,1088.621,4345,2021536
M,North America,US01,201391,2021-04-01,1088.621,4345,2021536
M,North America,US01,201272,2021-04-01,1088.621,4345,2021536
M,North America,US01,201093,2021-05-03,1088.621,4345,2021536
M,North America,US01,201391,2021-06-01,1088.621,4345,2021536
M,North America,US01,101872,2021-06-01,1088.621,4345,2021536
M,North America,US01,101872,2021-07-13,1088.621,4345,2021536
M,North America,US01,201093,2021-08-16,1088.621,4345,2021536
M,North America,US01,101872,2021-08-17,1088.621,4345,2021536
M,North America,US01,203054,2021-09-16,1088.621,4345,2021536
M,North America,US01,101872,2021-10-07,1088.621,4345,2021536
M,North America,US01,201391,2021-10-14,1088.621,4345,2021536
M,North America,US01,201177,2021-11-29,1088.621,4345,2021536
M,North America,US01,201391,2021-11-29,1088.621,4345,2021536
M,North America,US01,201396,2022-09-19,1088.621,1002,2021536
M,North America,US01,BE01,2020-09-02,1088.621,5000,2021859
M,North America,US01,202929,2020-09-16,1088.621,5000,2021859
M,North America,US01,202975,2020-09-22,1088.621,5000,2021859
M,North America,US01,BE01,2020-04-30,1088.621,5000,2021859
M,North America,US01,100344,2018-06-06,1088.621,2014,2007175
M,North America,US01,201319,2021-06-09,1088.621,2013,2007175
M,North America,US01,201161,2021-07-29,1088.621,2013,2007175
M,North America,US01,201161,2021-09-03,1088.621,2013,2007175
M,North America,US01,201161,2021-10-20,1088.621,2013,2007175
M,North America,US01,201319,2022-02-10,1088.621,2019,2007175
M,North America,US01,201127,2022-01-26,1088.621,4050,2007175
M,North America,US01,201161,2022-02-25,1088.621,4050,2007175
M,North America,US01,201332,2022-03-30,181.437,2222,2013469
M,North America,US01,201318,2022-09-29,1088.621,2019,2007175
M,North America,US01,202300,2018-10-12,1031.922,5000,2014301
M,North America,US01,202300,2019-03-20,1031.922,5000,2014301
M,North America,US01,202300,2019-08-19,1031.922,5000,2014301
M,North America,US01,202300,2019-10-01,1031.922,5000,2014301
M,North America,US01,202300,2019-12-27,1031.922,5000,2014301
M,North America,US01,202300,2020-03-02,1031.922,5000,2014301
M,North America,US01,201447,2018-02-16,1031.922,1003,2014737
M,North America,US01,201444,2016-02-25,1031.922,1003,2014737
M,North America,US01,201444,2016-03-09,1031.922,1003,2014737
M,North America,US01,201444,2016-03-28,1031.922,1003,2014737
M,North America,US01,201444,2016-04-21,1031.922,1003,2014737
M,North America,US01,201444,2016-06-14,1031.922,1003,2014737
M,North America,US01,201444,2016-06-23,1031.922,1003,2014737
M,North America,US01,201444,2017-08-03,1031.922,1003,2014737
M,North America,US01,201447,2017-12-04,1031.922,1003,2014737
M,North America,US01,201448,2018-01-31,1031.922,1003,2014737
M,North America,US01,101895,2018-01-31,1031.922,1003,2014737
M,North America,US01,101895,2018-02-09,1031.922,1003,2014737
M,North America,US01,201448,2018-02-21,1031.922,1003,2014737
M,North America,US01,201447,2015-08-18,1031.922,1003,2014737
M,North America,US01,201448,2016-01-27,1031.922,1003,2014737
M,North America,US01,201448,2016-02-23,1031.922,1003,2014737
M,North America,US01,201448,2016-04-04,1031.922,1003,2014737
M,North America,US01,201447,2016-05-05,1031.922,1003,2014737
M,North America,US01,201447,2016-06-07,1031.922,1003,2014737
M,North America,US01,101680,2016-06-10,1088.621,1003,2017620
M,North America,US01,201448,2016-06-14,1031.922,1003,2014737
M,North America,US01,201448,2016-09-28,1031.922,1003,2014737
M,North America,US01,201447,2016-11-01,1031.922,1003,2014737
M,North America,US01,201447,2016-12-22,1031.922,1003,2014737
M,North America,US01,201448,2017-01-25,1031.922,1003,2014737
M,North America,US01,201448,2017-05-03,1031.922,1003,2014737
M,North America,US01,201444,2015-08-13,1031.922,1002,2014737
M,North America,US01,201444,2015-08-27,1031.922,1002,2014737
M,North America,US01,201305,2015-09-16,1031.922,1002,2016828
M,North America,US01,201444,2015-10-07,1031.922,1002,2014737
M,North America,US01,201305,2015-10-20,1031.922,1002,2016828
M,North America,US01,201444,2015-11-12,1031.922,1002,2014737
M,North America,US01,201305,2015-12-18,1031.922,1002,2016828
M,North America,US01,201305,2016-01-25,1031.922,1002,2016828
M,North America,US01,201058,2017-09-11,1031.922,2232,2020447
M,North America,US01,201097,2017-09-14,1031.922,2232,2020447
M,North America,US01,100264,2017-09-15,1031.922,2232,2021185
M,North America,US01,100478,2017-09-15,1031.922,2232,2020447
M,North America,US01,100264,2017-09-19,1031.922,2232,2021183
M,North America,US01,201393,2017-09-21,1031.922,2232,2021183
M,North America,US01,202354,2017-09-25,1031.922,2232,2020447
M,North America,US01,100076,2017-09-26,1031.922,2232,2020447
M,North America,US01,100264,2017-09-29,1031.922,2232,2021185
M,North America,US01,103098,2017-10-02,1031.922,2232,2020447
M,North America,US01,100333,2017-10-05,1031.922,2232,2020447
M,North America,US01,201393,2017-10-06,1031.922,2232,2020447
M,North America,US01,100333,2017-10-06,1031.922,2232,2021183
M,North America,US01,201420,2017-10-09,1031.922,2232,2021183
M,North America,US01,100468,2017-10-10,1031.922,2232,2020447
M,North America,US01,100478,2017-10-16,1031.922,2232,2020447
M,North America,US01,100252,2017-10-17,1031.922,2232,2020447
M,North America,US01,100468,2017-10-17,1031.922,2232,2020447
M,North America,US01,201097,2017-10-17,1031.922,2232,2020447
M,North America,US01,202354,2017-10-26,1031.922,2232,2020447
M,North America,US01,201058,2017-10-30,1031.922,2232,2020447
M,North America,US01,100076,2017-10-31,1031.922,2232,2020447
M,North America,US01,100118,2017-11-09,1031.922,2232,2021185
M,North America,US01,100252,2017-11-09,1031.922,2232,2020447
M,North America,US01,100478,2017-11-13,1031.922,2232,2020447
M,North America,US01,100032,2017-11-15,1031.922,2232,2021186
M,North America,US01,103098,2017-11-16,1031.922,2232,2020447
M,North America,US01,100252,2017-11-21,1031.922,2232,2020447
M,North America,US01,100032,2017-11-29,1031.922,2232,2020447
M,North America,US01,100478,2017-12-05,1031.922,2232,2020447
M,North America,US01,100213,2017-12-14,1031.922,2232,2020447
M,North America,US01,100032,2017-12-15,1031.922,2232,2020447
M,North America,US01,201058,2017-12-18,1031.922,2232,2020447
M,North America,US01,100478,2017-12-19,1031.922,2232,2020447
M,North America,US01,100032,2017-12-22,1031.922,2232,2021186
M,North America,US01,100213,2017-12-22,1031.922,2232,2020447
M,North America,US01,100264,2017-12-22,1031.922,2232,2020447
M,North America,US01,103098,2017-12-22,1031.922,2232,2020447
M,North America,US01,100264,2018-01-02,1031.922,2232,2020447
M,North America,US01,103098,2018-01-05,1031.922,2232,2020447
M,North America,US01,100478,2018-01-15,1031.922,2232,2020447
M,North America,US01,100333,2018-02-05,1031.922,2232,2021183
M,North America,US01,100333,2018-02-08,1031.922,2232,2021183
M,North America,US01,100032,2018-02-09,1031.922,2232,2021183
M,North America,US01,100478,2018-02-14,1031.922,2232,2020447
M,North America,US01,100333,2015-11-09,1031.922,2232,2020447
M,North America,US01,100333,2016-02-05,1031.922,2232,2020447
M,North America,US01,101807,2016-08-10,1031.922,2232,2020447
M,North America,US01,100076,2016-10-27,1031.922,2232,2020447
M,North America,US01,200430,2017-10-23,1031.922,1001,2019847
M,North America,US01,200430,2018-02-20,1031.922,1001,2019847
M,North America,US01,200430,2018-03-05,1031.922,1001,2019847
M,North America,US01,200430,2015-12-09,1031.922,1001,2019847
M,North America,US01,200430,2016-04-22,1031.922,1001,2019847
M,North America,US01,200430,2016-08-29,1031.922,1001,2019847
M,North America,US01,200430,2016-11-14,1031.922,1001,2019847
M,North America,US01,200430,2017-02-06,1031.922,1001,2019847
M,North America,US01,200430,2017-03-06,1031.922,1001,2019847
M,North America,US01,200430,2017-03-28,1031.922,1001,2019847
M,North America,US01,200430,2017-05-01,1031.922,1001,2019847
M,North America,US01,200430,2017-06-19,1031.922,1001,2019847
M,North America,US01,200430,2017-07-11,1031.922,1001,2019847
M,North America,US01,200430,2017-08-01,1031.922,1001,2019847
M,North America,US01,100333,2016-02-16,1031.922,4010,2020447
M,North America,US01,CL01,2016-03-31,1031.922,5000,2019123
M,North America,US01,202300,2016-11-08,1088.621,5000,2021088
M,North America,US01,202300,2017-02-07,1088.621,5000,2021088
M,North America,US01,100032,2017-10-27,1031.922,,2021183
M,North America,US01,100032,2017-08-28,1031.922,,2021186
M,North America,US01,201093,2020-06-17,1088.621,4345,2021536
M,North America,US01,101872,2020-06-17,1088.621,4345,2021536
M,North America,US01,201439,2015-08-23,1031.922,1003,2014737
M,North America,US01,202300,2017-03-24,1088.621,5000,2021088
M,North America,US01,201090,2015-10-19,1088.621,2013,2007175
M,North America,US01,200870,2015-12-28,1088.621,2013,2007175
M,North America,US01,201161,2016-06-01,1088.621,2013,2007175
M,North America,US01,201090,2016-05-24,1088.621,2013,2007175
M,North America,US01,201318,2020-06-24,1088.621,2013,2007175
M,North America,US01,200703,2015-08-27,1088.621,4355,2007175
M,North America,US01,200703,2015-10-27,1088.621,4355,2007175
M,North America,US01,200703,2016-09-06,1088.621,4355,2007175
M,North America,US01,200703,2016-11-08,1088.621,4355,2007175
M,North America,US01,200703,2016-12-14,1088.621,4355,2007175
M,North America,US01,200703,2017-02-08,1088.621,4355,2007175
M,North America,US01,200703,2017-04-26,1088.621,4355,2007175
M,North America,US01,200703,2017-08-28,1088.621,4355,2007175
M,North America,US01,100344,2017-11-15,1088.621,2014,2007175
M,North America,US01,100344,2018-02-15,1088.621,2014,2007175
M,North America,US01,201318,2016-11-03,1088.621,2014,2007175
M,North America,US01,100344,2017-08-01,1088.621,2014,2007175
M,North America,US01,100344,2017-08-21,1088.621,2014,2007175
M,North America,US01,202300,2018-05-29,1031.922,5000,2014301
M,North America,US01,202300,2018-09-10,1031.922,5000,2014301
M,North America,US01,202300,2019-08-19,1031.922,5000,2014301
M,North America,US01,201272,2019-05-01,1088.621,4345,2021536
M,North America,US01,203328,2019-06-05,1088.621,4345,2021536
M,North America,US01,201142,2019-06-07,1088.621,4345,2021536
M,North America,US01,101872,2019-06-10,1088.621,4345,2021536
M,North America,US01,203054,2019-06-10,1088.621,4345,2021536
M,North America,US01,201093,2019-06-11,1088.621,4345,2021536
M,North America,US01,201142,2019-06-12,1088.621,4345,2021536
M,North America,US01,201142,2019-06-18,1088.621,4345,2021536
M,North America,US01,201391,2019-06-21,1088.621,4345,2021536
M,North America,US01,201142,2019-07-11,1088.621,4345,2021536
M,North America,US01,201093,2019-07-12,1088.621,4345,2021536
M,North America,US01,201142,2019-07-15,1088.621,4345,2021536
M,North America,US01,201272,2019-07-18,1088.621,4345,2021536
M,North America,US01,101872,2019-08-01,1088.621,4345,2021536
M,North America,US01,201391,2019-08-01,1088.621,4345,2021536
M,North America,US01,201093,2019-08-09,1088.621,4345,2021536
M,North America,US01,203054,2019-08-09,1088.621,4345,2021536
M,North America,US01,201093,2019-09-06,1088.621,4345,2021536
M,North America,US01,201391,2019-09-11,1088.621,4345,2021536
M,North America,US01,101872,2019-09-13,1088.621,4345,2021536
M,North America,US01,201272,2019-10-03,1088.621,4345,2021536
M,North America,US01,203054,2019-10-17,1088.621,4345,2021536
M,North America,US01,201093,2019-10-23,1088.621,4345,2021536
M,North America,US01,201391,2019-10-24,1088.621,4345,2021536
M,North America,US01,101872,2019-10-29,1088.621,4345,2021536
M,North America,US01,201177,2019-11-04,1088.621,4345,2021536
M,North America,US01,203054,2019-11-04,1088.621,4345,2021536
M,North America,US01,201093,2019-12-02,1088.621,4345,2021536
M,North America,US01,101872,2019-12-13,1088.621,4345,2021536
M,North America,US01,203054,2020-01-02,1088.621,4345,2021536
M,North America,US01,101872,2020-01-29,1088.621,4345,2021536
M,North America,US01,201093,2020-01-31,1088.621,4345,2021536
M,North America,US01,203054,2020-01-31,1088.621,4345,2021536
M,North America,US01,201142,2020-02-18,1088.621,4345,2021536
M,North America,US01,201093,2020-03-05,1088.621,4345,2021536
M,North America,US01,101872,2020-03-13,1088.621,4345,2021536
M,North America,US01,203054,2020-03-31,1088.621,4345,2021536
M,North America,US01,201093,2020-04-01,1088.621,4345,2021536
M,North America,US01,201272,2020-04-22,1088.621,4345,2021536
M,North America,US01,101872,2020-05-01,1088.621,4345,2021536
M,North America,US01,201093,2020-05-13,1088.621,4345,2021536
M,North America,US01,201391,2020-05-15,1088.621,4345,2021536
M,North America,US01,203054,2020-05-20,1088.621,4345,2021536
M,North America,US01,203054,2020-07-20,1088.621,4345,2021536
M,North America,US01,203328,2020-07-29,1088.621,4345,2021536
M,North America,US01,101872,2020-07-29,1088.621,4345,2021536
M,North America,US01,201093,2020-07-30,1088.621,4345,2021536
M,North America,US01,201093,2020-08-25,1088.621,4345,2021536
M,North America,US01,101872,2020-09-10,1088.621,4345,2021536
M,North America,US01,201272,2020-09-15,1088.621,4345,2021536
M,North America,US01,201391,2020-09-16,1088.621,4345,2021536
M,North America,US01,203054,2020-09-25,1088.621,4345,2021536
M,North America,US01,101872,2020-10-20,1088.621,4345,2021536
M,North America,US01,201093,2020-11-23,1088.621,4345,2021536
M,North America,US01,101872,2021-01-26,1088.621,4345,2021536
M,North America,US01,203054,2021-01-29,1088.621,4345,2021536
M,North America,US01,201093,2021-03-18,1088.621,4345,2021536
M,North America,US01,203054,2021-06-01,1088.621,4345,2021536
M,North America,US01,201093,2021-06-14,1088.621,4345,2021536
M,North America,US01,201177,2021-06-23,1088.621,4345,2021536
M,North America,US01,203054,2021-07-13,1088.621,4345,2021536
M,North America,US01,201391,2021-07-13,1088.621,4345,2021536
M,North America,US01,201391,2021-08-27,1088.621,4345,2021536
M,North America,US01,203328,2021-09-10,1088.621,4345,2021536
M,North America,US01,201093,2021-09-22,1088.621,4345,2021536
M,North America,US01,201093,2021-11-12,1088.621,4345,2021536
M,North America,US01,101872,2021-11-17,1088.621,4345,2021536
M,North America,US01,203054,2021-12-16,1088.621,4345,2021536
M,North America,US01,201093,2021-12-22,1088.621,4345,2021536
M,North America,US01,201396,2022-01-10,1088.621,1002,2021536
M,North America,US01,101872,2022-01-18,1088.621,4345,2021536
M,North America,US01,201391,2022-01-31,1088.621,4345,2021536
M,North America,US01,201093,2022-02-11,1088.621,4345,2021536
M,North America,US01,101872,2022-03-02,1088.621,4345,2021536
M,North America,US01,201391,2022-03-10,1088.621,4345,2021536
M,North America,US01,203054,2022-03-11,1088.621,4345,2021536
M,North America,US01,201396,2022-03-15,1088.621,1002,2021536
M,North America,US01,201093,2022-03-17,1088.621,4345,2021536
M,North America,US01,101872,2022-04-01,1088.621,4345,2021536
M,North America,US01,201391,2022-04-05,1088.621,4345,2021536
M,North America,US01,201396,2022-04-13,1088.621,1002,2021536
